,Price,State
0,150.0,2
1,149.99647353286727,2
2,151.04608285843673,2
3,151.27700221375753,2
4,150.93070155686735,1
5,150.54377965730947,1
6,150.42005418797117,1
7,149.67038622262027,1
8,149.31771253666182,0
9,149.75400786907423,2
10,149.39816616999946,2
11,149.84382351519238,2
12,149.52121589314112,2
13,148.31533798111113,2
14,148.21969657230636,2
15,147.99324086479774,2
16,147.8142776424559,1
17,148.47089657641672,1
18,149.01585576386643,1
19,147.33866976287666,1
20,147.1489002422993,0
21,147.32027621731518,0
22,147.37680058352916,0
23,147.49921919713842,0
24,147.38144340229826,0
25,147.8473002450867,1
26,147.0804536163621,1
27,146.9784157067968,0
28,147.4324044046862,0
29,148.47342388316272,1
30,148.71478498875845,1
31,148.4209970958819,1
32,147.40257956742835,1
33,146.63878571753258,1
34,147.08616710574094,1
35,145.9974703792,1
36,143.95355360009637,1
37,144.86329354656593,1
38,144.74005394805158,0
39,144.93448366352172,0
40,143.98449600829252,2
41,144.40470257212002,0
42,143.96964546338077,2
43,143.22168003839303,2
44,142.9962341809246,2
45,142.62447443081905,2
46,142.41879629410246,0
47,142.60495355412598,2
48,142.1839184508639,2
49,142.94800988448128,2
50,142.8785386548592,2
51,142.05529665069295,2
52,142.42581475656596,2
53,142.09153759585652,2
54,142.52832249627852,2
55,142.5984036162321,2
56,142.85830718006076,1
57,141.44612656784776,1
58,141.35721522334086,2
59,141.45667470929686,2
60,141.32131608584092,2
61,141.69889370813303,2
62,142.13484416407962,2
63,142.06950358338915,2
64,142.04629606254701,0
65,142.26649647929912,0
66,142.55502682826892,0
67,143.59608569507026,0
68,143.5760798861178,0
69,143.67268711098157,2
70,143.3121678871959,2
71,144.9534847377364,2
72,145.1826787791748,2
73,146.46175567669718,2
74,146.55771631807528,2
75,146.42929340070515,2
76,146.50698787544954,0
77,147.14279099682525,0
78,145.42330982227415,1
79,144.19978890990083,1
80,146.38124529404877,1
81,146.18961819967254,1
82,146.38588089417257,1
83,144.49496045019293,1
84,141.74969456005616,1
85,140.30289134929149,1
86,140.00453909545803,1
87,137.31933923837116,1
88,137.613625629334,1
89,137.96092606830956,1
90,137.65064504864694,1
91,137.88611064554908,1
92,139.21363021810785,1
93,139.49706755174606,1
94,140.50590874703528,1
95,140.68622961944405,1
96,138.13673795814069,1
97,138.12075381232611,1
98,137.51755769189683,1
99,136.8852625503022,1
100,136.35391169178735,1
101,136.09753455400653,1
102,136.40646306753123,1
103,137.01806152730643,1
104,136.38726877124463,1
105,136.3074307529398,1
106,135.40842683096858,1
107,136.1127127621515,1
108,134.6611711343957,1
109,134.37163541293495,1
110,133.09416589358779,1
111,133.33960050503617,1
112,132.00557675012624,1
113,132.0644213351008,1
114,131.0299847705127,1
115,131.7334384446645,1
116,132.07769893244242,1
117,131.076876611229,2
118,130.39355437500234,2
119,130.25268655303935,2
120,130.50377737481094,2
121,129.33490785456172,2
122,128.94294758799637,2
123,129.35661735858915,1
124,129.26536223163683,1
125,128.8165879393866,1
126,128.67635613668227,1
127,128.68146965336786,0
128,129.33977132416734,0
129,129.18773847702136,0
130,129.71414711807185,0
131,129.97074419966472,0
132,129.83921505568543,0
133,129.85509437870434,2
134,130.35055296172044,2
135,129.20718300998504,2
136,130.05118235778934,1
137,131.27566376254705,1
138,130.87200964246537,1
139,130.44974868314313,1
140,130.5111309953647,1
141,130.99381047404967,1
142,130.79693419058628,1
143,130.150351793912,1
144,130.27594646540064,1
145,131.16221999319262,1
146,131.18609635938392,1
147,130.62138243137332,1
148,129.21393805883022,1
149,129.60626113023045,1
150,128.75899337193997,2
151,129.06067061313672,2
152,129.06659086107106,2
153,129.54214432949874,2
154,129.60903065679616,1
155,128.48412435506143,1
156,127.98171891670675,1
157,129.00828739534188,1
158,128.4186838524471,1
159,128.68892978399032,0
160,128.94304132878744,0
161,129.4837114172996,0
162,129.08763974490125,0
163,129.40057925665235,0
164,129.38221074777283,0
165,128.9678461931598,0
166,129.40381180308285,0
167,129.77101710174938,0
168,129.8401796416434,0
169,130.08734964468215,2
170,129.35534516070857,2
171,129.53057076496216,2
172,129.39437368970405,2
173,128.65005077060655,2
174,128.6764344950211,2
175,129.50855094777756,2
176,129.48483935270613,2
177,129.5092688937401,2
178,129.92457386535537,2
179,129.42770726995678,2
180,129.66003308207573,2
181,130.00903716499386,2
182,130.8121265183819,2
183,131.5101377958053,2
184,131.3985030602052,2
185,132.09311265608392,2
186,133.14259863214252,2
187,133.44464999361583,0
188,133.31708280266838,0
189,132.86556087637163,1
190,132.70419692706213,0
191,132.4462370855965,0
192,133.0720531801562,0
193,133.94698170188659,0
194,134.01832707474622,0
195,134.55379059678916,2
196,134.32773794100024,2
197,133.78095149931664,2
198,134.2333540087055,2
199,134.75408478939974,2
200,134.09149377441526,2
201,134.12023286178885,2
202,134.9253981588043,2
203,134.70487699972034,2
204,135.14439890536875,2
205,134.91890813142336,0
206,136.0143180806269,0
207,136.4034343240339,0
208,136.39632832237766,0
209,136.08696934316242,0
210,136.2965748695276,0
211,136.0269568183851,0
212,135.7353328611864,0
213,136.07403545802748,0
214,136.6876467375868,0
215,137.03532113261295,0
216,136.57826313503747,0
217,136.48643694436018,0
218,136.98841334601173,0
219,136.7501546857365,0
220,136.71657331576654,0
221,136.696982358631,0
222,136.78488347405246,0
223,137.2668034233878,0
224,137.13589233439092,0
225,137.752821707159,0
226,137.8098083521393,0
227,138.43051533367344,0
228,138.29644168713972,0
229,137.7082993481491,0
230,138.24563708499304,0
231,138.4716997298816,0
232,137.78479254576814,1
233,137.9273897213092,1
234,137.91365021509492,1
235,137.44249234241065,0
236,137.4268257590038,0
237,137.13708115433604,2
238,136.62541044202055,2
239,136.92959575065413,2
240,137.14328696143562,1
241,136.25460340980354,1
242,137.74960521486727,1
243,137.5259248182303,1
244,137.93817465257808,2
245,138.2775586512113,2
246,138.0018975353467,2
247,138.34164453731904,2
248,139.5047172422283,2
249,138.4837177089583,1
250,139.16381940695928,1
251,139.4415657190537,1
252,139.04069830091404,1
253,139.14812743539298,1
254,139.24571303906683,1
255,138.94346484258324,1
256,138.78916017759082,0
257,139.28649527481923,2
258,139.61892705143683,2
259,140.15221332295104,2
260,139.68072783684775,2
261,139.36610276763074,2
262,138.92815778941898,2
263,139.01198135345146,2
264,139.492388706663,2
265,139.530319438746,2
266,139.1365830693917,2
267,139.3066068106631,2
268,138.77847945711753,2
269,139.2226984548718,0
270,139.20947552284974,0
271,139.2394994325218,0
272,139.21933266178033,0
273,139.60883305416073,0
274,139.76684793097132,0
275,140.06190480459367,1
276,140.54347888062503,1
277,143.37885924646307,1
278,143.028080759125,1
279,143.3327419183962,0
280,143.17652567811078,0
281,142.64040003314068,1
282,141.93613796001372,1
283,142.2909110484667,1
284,142.52919703290536,1
285,141.4506195628113,1
286,141.47071438483374,2
287,141.2492085117797,2
288,141.1539712972857,1
289,140.74229559523744,1
290,140.33489855326803,1
291,139.9119726245427,1
292,138.99351987616362,1
293,138.38184154064209,1
294,138.7394016733865,1
295,137.54056367330415,1
296,138.4303729205227,1
297,137.45157001711985,1
298,136.69491243947277,1
299,135.9614486824137,1
300,136.6639638464318,1
301,137.9097610021505,1
302,137.65800525922205,1
303,137.0074461366747,1
304,137.3802959889686,2
305,138.20208120735148,2
306,138.25107371231186,2
307,138.3067835781319,2
308,137.6126689328946,2
309,137.02308746114048,2
310,138.47819658698137,2
311,138.24996525346117,2
312,139.00022020645577,2
313,138.2461149602748,2
314,138.24239239652974,2
315,138.26065259313793,0
316,138.8155643862453,2
317,138.94970959888428,2
318,138.05542749157607,2
319,138.74318320121282,2
320,138.35533072962698,2
321,138.36979046382606,2
322,138.6851012829785,2
323,137.8546145018201,2
324,138.6460817196903,2
325,139.46073294945714,2
326,139.74638951504235,2
327,139.5614457006898,0
328,139.46411006632357,0
329,139.61883862239358,0
330,139.48917665354415,0
331,138.28764726439152,2
332,138.13735709130154,2
333,138.4376379712708,2
334,137.76126011644405,2
335,136.14849476459128,2
336,136.34612975907496,2
337,136.50523574925123,2
338,136.09533004022143,2
339,136.0756790701023,2
340,136.42846816010518,2
341,136.33848769477441,0
342,137.04863355634248,0
343,136.82761269443404,2
344,135.63028933017344,1
345,135.38455524358366,1
346,135.04106178955738,1
347,136.67894088242215,1
348,136.16143743352225,1
349,136.93938489930161,0
350,137.29621802751657,0
351,137.50335022411662,0
352,137.84528838332596,0
353,137.6205262958536,0
354,137.1554816268715,0
355,137.23524160352375,0
356,137.27573865361043,0
357,137.217194981341,0
358,137.03761734327242,0
359,137.6787529962181,0
360,137.88149293296107,0
361,137.76003129825813,0
362,137.82045663411597,0
363,137.80599674939654,0
364,137.98641856378816,0
365,137.93354718950172,0
366,138.3382407986699,0
367,139.09842507568305,0
368,138.0991043413975,1
369,137.92108273940468,1
370,137.1951921733048,1
371,137.28553957042445,1
372,137.31739336822392,1
373,137.00623448693895,1
374,137.96027794522445,1
375,136.85511978376886,1
376,137.41459347535678,1
377,136.48592649984306,1
378,136.5454153422573,0
379,136.33488618354195,0
380,134.97850912582552,1
381,134.82982142872257,1
382,135.094279847941,1
383,134.74221041048295,1
384,135.4625731850206,1
385,136.9675064910916,1
386,137.26882529309992,2
387,137.0823319979797,2
388,137.6784721341165,2
389,137.41854930791825,2
390,136.83334610152534,1
391,136.49439596887095,1
392,137.1120821412516,1
393,136.60351206498925,1
394,134.71268885854604,1
395,134.81088323121662,1
396,136.40489898713346,1
397,135.73677729927215,1
398,136.21078519352824,1
399,135.9231130056837,1
400,134.50333218113875,1
401,134.46827269383104,1
402,132.96833712266695,2
403,133.5068101996027,2
404,133.9707194296768,2
405,133.92662575506722,2
406,133.99396042265778,0
407,134.47234198691336,0
408,134.39706445581504,0
409,134.34833224652408,0
410,134.4850110081525,0
411,135.02142567116417,0
412,134.9860849205593,0
413,136.08100485033376,2
414,135.79382658427065,2
415,135.9390888574913,0
416,135.91308123409274,0
417,134.95816231920182,1
418,135.32037371373278,2
419,134.18277289801952,1
420,134.25088971969154,1
421,135.1161502111175,1
422,135.98048768193865,1
423,137.14697801373285,1
424,137.94264955721687,1
425,136.94203248364943,1
426,135.96787637196377,1
427,136.553556211263,1
428,136.6582077022972,1
429,136.42986247018345,1
430,135.31960722431674,1
431,135.47528672747853,1
432,135.80718359757222,2
433,136.58198810166672,2
434,136.33006372098768,1
435,135.77069302136698,1
436,136.01099060846076,2
437,135.6829827456631,2
438,135.91460374461045,2
439,134.92052461380862,1
440,134.99290422158617,1
441,135.12328179330484,0
442,135.34744744005428,0
443,135.52778104031998,0
444,136.4256650443185,0
445,136.53549338385628,0
446,137.1616879760948,2
447,137.04511264155414,0
448,136.82646568875222,0
449,137.43968083406315,0
450,137.58321662958383,2
451,137.1603738422452,2
452,136.76449960776506,2
453,135.0995286110869,1
454,134.1567690154878,1
455,133.93591494894696,1
456,134.68508167309983,1
457,134.8681762682059,1
458,135.16052722647814,1
459,135.2797803472032,0
460,135.89704953911098,0
461,135.982680984744,0
462,136.27268555921137,0
463,136.4778190338525,0
464,137.10132929895306,2
465,136.98881104344105,2
466,136.52921129051774,2
467,135.83696985819637,2
468,136.0139775425721,0
469,136.6015990829367,0
470,136.5883215013009,1
471,135.81423253821976,1
472,135.12711876571322,1
473,135.31267722862526,1
474,135.33470160368603,2
475,134.9705647768821,2
476,134.66441479763927,2
477,133.65216937735622,2
478,134.54601185773447,2
479,134.21172328667436,2
480,134.54759640058805,2
481,134.46690874362852,2
482,134.12614024702535,2
483,134.478598042029,2
484,134.73349981776136,2
485,134.6604076076276,2
486,134.14403909684518,2
487,134.00819920854855,0
488,134.15731133343075,0
489,134.22048266245247,0
490,134.81159774144894,2
491,134.92905075565884,2
492,135.21221949744566,0
493,135.70783935258632,0
494,136.31739184632323,0
495,136.45913182515278,2
496,136.13491811282475,2
497,136.80540474054686,2
498,136.35590264781018,2
499,136.0527314064499,0
500,136.14590118645575,0
501,136.57696088201985,0
502,135.55775810152377,0
503,135.62762931028468,0
504,135.56101006614935,0
505,135.817955119017,0
506,136.04898477133105,2
507,136.1859227261496,2
508,137.05918631618667,2
509,137.69913553344415,1
510,136.92688691680542,1
511,138.38564602010285,1
512,138.1844055942533,2
513,137.62014968167333,2
514,137.3477824017389,2
515,137.95428188397753,2
516,138.23336677593068,2
517,137.80878104221674,2
518,137.47461294905924,2
519,137.49347411902912,2
520,137.4004900779066,2
521,138.32129227398005,2
522,138.1442659569495,2
523,138.15554051429615,1
524,138.37703067058132,1
525,140.05340052243494,1
526,139.73412424284632,1
527,140.07510699993884,2
528,139.68454095948823,1
529,138.62293257768113,1
530,138.3319695491261,1
531,139.48825284008254,1
532,140.67877857622992,1
533,141.24800307606753,1
534,142.3116190184729,1
535,141.1818419517989,1
536,140.45517188821594,1
537,139.5639647221518,1
538,138.86803162632316,1
539,139.1507861883668,1
540,137.22754260674284,1
541,137.87591696205152,1
542,137.9780457097288,1
543,137.64209625515682,1
544,137.6486004994205,0
545,137.63021044626547,0
546,138.2035204567296,0
547,138.36968982504612,0
548,138.4887468328974,0
549,139.20882991847228,0
550,139.7943693620097,2
551,139.74472516221203,2
552,140.04096196464675,0
553,139.41276426858724,1
554,139.24105525223314,0
555,139.7210646617391,0
556,139.67714269256768,0
557,140.36486795764853,0
558,139.66882965148264,1
559,140.65561840357034,1
560,141.98547983094204,1
561,140.3167132431727,1
562,141.3844407107815,1
563,140.65026387518841,1
564,140.1246961114801,1
565,140.57666695034342,1
566,140.30009267034717,1
567,138.46824522428517,1
568,137.8130256405951,1
569,137.70530977981136,1
570,137.52723276549983,2
571,137.4040808158929,2
572,136.32867729705086,2
573,136.86156235232622,1
574,135.98343811501528,1
575,135.71598450482753,1
576,136.5998093114118,1
577,137.21324342249446,1
578,137.17745664944678,0
579,136.39258308156525,0
580,136.24574289217642,0
581,135.9889711794378,2
582,136.2684684530137,0
583,136.72109898265285,0
584,137.11474365911147,0
585,137.94334008107185,0
586,137.50467539463423,2
587,137.26901547316245,0
588,137.1777809059571,0
589,136.65099535868893,1
590,136.6451351224929,1
591,137.00972935983333,1
592,138.285297491822,1
593,138.56456752891972,1
594,139.63872554537957,1
595,140.40255166164272,1
596,140.49030302215112,1
597,140.12709246100158,1
598,139.8234473207553,1
599,139.73754561345538,0
600,140.06415310636456,0
601,140.21627941948722,0
602,140.59349190288705,1
603,140.04061246964037,2
604,139.66633558200004,2
605,140.0595780534461,2
606,139.99573791829667,2
607,140.32633439236997,0
608,140.42102039601096,0
609,140.9389595693376,0
610,140.0059104016814,1
611,140.04273010241363,1
612,140.9003198687234,1
613,142.1674126920299,1
614,142.11205379297553,0
615,142.66303394157003,0
616,142.4416208742752,0
617,142.06767471665478,2
618,142.60999906465213,2
619,142.5099700397256,2
620,141.73665511868464,2
621,141.64830118715082,2
622,142.37808524796512,2
623,141.1050663203861,2
624,141.03222156626157,2
625,141.72801399575962,1
626,141.2999340319171,0
627,141.36166617274475,2
628,140.79354483257694,2
629,140.62353106750183,2
630,140.89916069398635,2
631,140.11876827150164,2
632,140.02604797488203,2
633,140.1077533957248,0
634,140.7353937654486,0
635,140.75065503206307,0
636,140.89018066521814,0
637,141.31690189325673,0
638,141.13144748400876,0
639,141.0714087081622,0
640,141.24249201696819,0
641,141.76414312897165,0
642,141.85584517056014,0
643,141.71187165598224,0
644,142.0582537161436,2
645,142.21538342801227,0
646,141.98144992795488,0
647,142.28474352042306,2
648,141.6957786233756,2
649,141.83156899626576,2
650,141.22026501008335,2
651,141.70515737995632,2
652,141.66706448224227,2
653,142.05014376720155,2
654,141.175171899552,2
655,141.52182415200954,2
656,141.02986106628717,0
657,140.3930010109469,0
658,140.5070930183088,0
659,140.54183157054968,2
660,140.90948201542037,2
661,140.65909881206676,2
662,141.04811700906487,2
663,141.21345347045292,2
664,140.11800250967116,2
665,140.8548187568068,2
666,140.489527487799,2
667,140.4867954634857,2
668,140.63950689550737,2
669,141.3542935152861,2
670,140.56274964691153,2
671,139.18564941536303,1
672,140.38979481338382,1
673,140.4692691125541,1
674,140.54810592585883,1
675,140.53694203260272,1
676,140.5584127458316,2
677,140.09407602957418,2
678,140.62709052762128,2
679,140.54306103249934,2
680,140.8663858501117,2
681,140.4791105339186,2
682,140.40541921427206,2
683,141.0883112972871,2
684,141.38983651801576,2
685,141.6957126043802,2
686,141.33001078795294,2
687,141.961379436248,2
688,142.1416011604712,0
689,141.76712797469006,0
690,141.9298689704828,0
691,141.02344245587685,0
692,141.24290320314086,0
693,140.82966266090577,0
694,140.9207733171793,0
695,140.8604130842971,0
696,141.30435532773876,0
697,141.59445027700815,0
698,141.40241595598772,1
699,140.5680010441717,1
700,140.49310517647538,1
701,140.88722695391928,0
702,141.26372190224978,0
703,141.5556808330822,1
704,139.59203034146816,1
705,138.64856400320048,1
706,139.42661509734182,1
707,138.28619064812239,1
708,138.42311206349768,2
709,138.39226670343555,0
710,138.8903021352755,0
711,138.20738248758641,0
712,138.50271458960236,0
713,138.7569836258008,0
714,138.70250448195537,0
715,139.10175160063494,0
716,138.721902564799,0
717,138.2135876117375,0
718,138.0391558420832,0
719,137.61712953576242,0
720,136.9256905740823,0
721,136.49503612211967,2
722,135.9375349976879,2
723,135.9188682102966,2
724,135.59805393395175,2
725,136.33782653284598,2
726,137.97452912454062,1
727,138.5684458505843,1
728,138.69047931038838,1
729,136.94895982880487,1
730,135.89779621769918,1
731,136.3558606301671,1
732,136.8166608850199,2
733,136.45459343835947,1
734,136.33939145333343,1
735,137.03503053417666,1
736,136.80430025328877,1
737,136.90566176756084,2
738,136.7769381215023,2
739,137.267675879686,2
740,137.21704654946535,2
741,137.6281352832816,2
742,136.969201908118,2
743,136.3752744389531,2
744,136.18340282149197,2
745,136.7914882557,2
746,136.7053161988955,2
747,135.60793317213577,2
748,135.5079331174917,2
749,135.48850595575186,0
750,135.64679754085026,1
751,135.76786686298726,0
752,136.19666791952804,0
753,136.03384964950388,0
754,135.60034889122682,0
755,135.66872860227073,0
756,135.89797184641048,0
757,135.93682690977897,0
758,135.69369816106283,0
759,135.73580609555563,2
760,135.38437899783418,1
761,135.43827195782282,1
762,135.58633153520378,0
763,135.7672706847199,0
764,135.62867398642277,2
765,135.93714567850398,0
766,136.01415879444912,0
767,135.70354804356668,0
768,135.68278758033568,0
769,135.81366496976472,0
770,135.87279382042672,0
771,136.0683487941758,2
772,135.90331604087893,2
773,137.25238223124197,2
774,136.97281753222893,2
775,136.91042980776135,2
776,137.48367709553878,2
777,137.01423926824816,2
778,137.64967180488387,2
779,137.90638561814228,2
780,138.4396286975189,0
781,138.9328318764147,0
782,139.614079004769,0
783,139.46808492500958,0
784,139.2761988645533,0
785,139.63936300062758,0
786,139.56805619628145,0
787,140.08814103227616,0
788,140.3130170573815,0
789,140.30255795601684,0
790,140.51243513048865,0
791,140.24266090826777,0
792,139.92818772393417,0
793,139.06421898018013,0
794,139.00956486698732,0
795,139.8007537827505,0
796,139.51940627571034,0
797,139.62709179603604,0
798,139.76539846883293,0
799,139.56374996841524,0
800,139.44260185537144,0
801,139.46508455526484,0
802,139.31036536816396,1
803,138.97778403931423,1
804,139.13792611058446,1
805,139.70195382422028,1
806,139.36752717843802,1
807,140.9063719267916,1
808,140.46631521473478,1
809,140.0034276810515,1
810,139.71017476130987,1
811,139.93557313512667,1
812,140.68460232876598,1
813,140.7705320304523,1
814,140.29204420094416,1
815,140.8968042555993,0
816,141.01327533958727,0
817,141.03313272727644,0
818,141.4115077740318,0
819,141.90281497100503,0
820,142.74713049752768,1
821,141.66466441384225,1
822,141.44985267405954,0
823,140.95011955661334,0
824,140.91992801557527,0
825,140.72661371168152,0
826,140.87732004980901,0
827,138.99596965529838,1
828,140.37335034221573,1
829,140.1913197193283,2
830,139.99520054674898,2
831,139.65143318000602,2
832,139.57163220343767,1
833,139.0345489756704,1
834,137.93724825483338,1
835,137.70674553157582,1
836,136.25570233251446,1
837,136.6232795311718,1
838,136.3078452549818,1
839,136.57609905913168,1
840,136.7855080003306,1
841,137.56052620574604,1
842,137.03372773297505,1
843,135.5265730633683,1
844,135.07373059146494,1
845,134.63161271910963,1
846,135.15150747495554,2
847,135.1122854318179,0
848,135.4314073481704,0
849,135.94241358086634,0
850,136.475872756997,0
851,135.70317422227922,0
852,135.29244738265328,0
853,135.0951919278841,0
854,136.42906444537655,1
855,136.34720280670942,1
856,134.47461575703363,1
857,135.8631706245918,1
858,136.38662482063992,0
859,136.39375736269886,0
860,135.94167362032945,0
861,135.90569760374646,0
862,135.7660200623696,0
